epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.2335570603609085	0.04855154827237129	0.23538433188475968	0.21342281997203827	0.09201498329639435	0.22549231278922882
20.0	0.2818792164325714	0.06377015262842178	0.29052562068626236	0.24809841811656952	0.11084537208080292	0.27065723654967017
30.0	0.2975391447544098	0.06665178388357162	0.3097830992675952	0.2579418420791626	0.11400682479143143	0.28587487493129593
40.0	0.30738258361816406	0.06935393810272217	0.322323036452221	0.2691275179386139	0.11829312145709991	0.29870579738522784
50.0	0.3127517104148865	0.07199010998010635	0.3279492935462672	0.27337807416915894	0.12259124219417572	0.30406583302024137
60.0	0.3109619617462158	0.07313524186611176	0.33092681124726164	0.27203577756881714	0.11987050622701645	0.3057177361788522
70.0	0.3167785108089447	0.0746566653251648	0.33017299802535977	0.27695751190185547	0.12290988862514496	0.30641971715635496
80.0	0.3167785406112671	0.07383862137794495	0.3321013157371561	0.2778523564338684	0.1242484375834465	0.3089017323691574
90.0	0.32259511947631836	0.07584648579359055	0.3385043584212382	0.27427294850349426	0.12392079830169678	0.3083060893536919
100.0	0.3069351613521576	0.06963987648487091	0.3237241727660245	0.2704697847366333	0.12217836081981659	0.30097943243763703
110.0	0.3123042583465576	0.07280820608139038	0.33028224978978293	0.27539148926734924	0.12489066272974014	0.3074631020362061
120.0	0.31722593307495117	0.07456932961940765	0.33044266958748003	0.27404919266700745	0.1249321922659874	0.3048540705093234
130.0	0.3087248206138611	0.07219001650810242	0.32200730361964075	0.27091723680496216	0.12471450120210648	0.3002157378960492
140.0	0.30469802021980286	0.06972751766443253	0.3221759494492114	0.2697986662387848	0.12433033436536789	0.3010120739710213
150.0	0.3024608790874481	0.07185669243335724	0.31530382883814073	0.268456369638443	0.1220860630273819	0.29635580323408095
160.0	0.3082773983478546	0.07011135667562485	0.32206503390639296	0.26599550247192383	0.12122462689876556	0.29656196740975177
170.0	0.30380314588546753	0.06971757858991623	0.3155522116324222	0.26085010170936584	0.1175202950835228	0.28973692635758347
180.0	0.29082775115966797	0.06580333411693573	0.3054943120216577	0.26420578360557556	0.11907616257667542	0.2903992333526786
190.0	0.2997762858867645	0.06828641891479492	0.3109691969899535	0.26017895340919495	0.11819422245025635	0.28849724681797034
