epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.06577181816101074	0.012318218126893044	0.06551347045668206	0.05973154678940773	0.023470982909202576	0.0629629540283466
20.0	0.04921700060367584	0.009619088843464851	0.04942019179636746	0.05436241999268532	0.020407773554325104	0.054404211201472555
30.0	0.06442952901124954	0.012016027234494686	0.0652315390012885	0.06577181816101074	0.022583207115530968	0.06629743465996
40.0	0.07516778260469437	0.013143377378582954	0.07917719460278709	0.06778524070978165	0.023236066102981567	0.07294479541405953
50.0	0.051006708294153214	0.009056239388883114	0.050569474303300964	0.05257270857691765	0.019764211028814316	0.05254179413166393
60.0	0.0595078319311142	0.012243964709341526	0.060841904501945085	0.057718127965927124	0.02318396419286728	0.060312589025053306
70.0	0.06487695872783661	0.012993612326681614	0.06383244179133411	0.06174497306346893	0.0249885693192482	0.06321375846199431
80.0	0.04205816239118576	0.008680556900799274	0.03845471488400871	0.04317673668265343	0.01765693724155426	0.04141763399342605
90.0	0.042953021824359894	0.007918382994830608	0.04174588462089686	0.04228188097476959	0.015161567367613316	0.04201011964569529
100.0	0.04519015550613403	0.007909094914793968	0.04471887669301006	0.04384787380695343	0.016830893233418465	0.04455436938670718
110.0	0.07114094495773315	0.013243110850453377	0.07204186035881668	0.06644295156002045	0.024239053949713707	0.06915166557587024
120.0	0.03266219049692154	0.006165202707052231	0.030840664164122154	0.03668903559446335	0.012962093576788902	0.034646736944147896
130.0	0.046532437205314636	0.009127430617809296	0.0468158025575701	0.04272931069135666	0.01936500146985054	0.04550502720969874
140.0	0.06845637410879135	0.01330732461065054	0.0694083133606392	0.06689038127660751	0.02631615474820137	0.0684904634367577
150.0	0.06621924787759781	0.012147536501288414	0.06841355667755707	0.06375838816165924	0.023586947470903397	0.0669104623451562
160.0	0.06174497306346893	0.012284641154110432	0.05835659575331704	0.06442953646183014	0.02544311247766018	0.0622805748844006
170.0	0.0912751778960228	0.01754659228026867	0.09833247022589828	0.08187919855117798	0.031992461532354355	0.09068800742925297
180.0	0.051006708294153214	0.010552150197327137	0.05110447232684168	0.045413870364427567	0.018049206584692	0.04780863204269256
190.0	0.0621923953294754	0.012129947543144226	0.06238362160925339	0.0601789727807045	0.023547930642962456	0.06185644252647746
200.0	0.08456376194953918	0.017698924988508224	0.08456613123599376	0.08434005826711655	0.0327245332300663	0.08651848705124181
210.0	0.04071588069200516	0.007722694426774979	0.040035168833925126	0.04049216955900192	0.015895750373601913	0.040623025052548625
220.0	0.050559286028146744	0.009728328324854374	0.051077487373941216	0.050111860036849976	0.019274910911917686	0.05156106798033539
230.0	0.04832214489579201	0.008951038122177124	0.04704280354970079	0.055928412824869156	0.021222181618213654	0.05380905396700247
240.0	0.06890380382537842	0.013660321943461895	0.06824500901501179	0.06823266297578812	0.0264396034181118	0.06900728784453229
250.0	0.054138705134391785	0.01022941991686821	0.053411223646737616	0.048322148621082306	0.019106458872556686	0.05044547465309873
260.0	0.0800894945859909	0.014761457219719887	0.08184538349765033	0.07494407147169113	0.028718724846839905	0.07892150072056414
270.0	0.07964206486940384	0.01708540879189968	0.08300242213991327	0.0760626494884491	0.031049072742462158	0.08091623037389528
280.0	0.04340044781565666	0.00742001086473465	0.04246374399329167	0.05212528631091118	0.01948864758014679	0.04931557165412883
290.0	0.04205816239118576	0.007797860074788332	0.04286751962231511	0.04138702526688576	0.015395374968647957	0.04252430967557086
300.0	0.05190156400203705	0.011034472845494747	0.05260710375747952	0.04854586347937584	0.019098028540611267	0.05117780782438831
