epoch_idx	precision@5	recall@5	ndcg@5	precision@10	recall@10	ndcg@10
10.0	0.22058166563510895	0.04958939552307129	0.2169320720732314	0.20357941091060638	0.08888307958841324	0.21178284782715814
20.0	0.2706935405731201	0.05999993532896042	0.2814056261803932	0.24049216508865356	0.10727177560329437	0.26337074166498686
30.0	0.29082775115966797	0.06391210854053497	0.29992971945400465	0.2539149820804596	0.11178234964609146	0.2785810816815397
40.0	0.2988814413547516	0.06527691334486008	0.3137868435651349	0.2639821171760559	0.11469976603984833	0.29179539630140067
50.0	0.3029082715511322	0.06767617166042328	0.3128944021842269	0.2666666507720947	0.1180046796798706	0.29192393552727786
60.0	0.3100671172142029	0.07071439176797867	0.32243571240368185	0.2700223922729492	0.11861725151538849	0.2981865489420231
70.0	0.29932886362075806	0.06660682708024979	0.31356869194390735	0.2771812081336975	0.12293776869773865	0.30188686474123483
80.0	0.30738258361816406	0.06868123263120651	0.3207354945645627	0.27874723076820374	0.12326370924711227	0.30468473858951445
90.0	0.31588366627693176	0.07127521187067032	0.32949575491765953	0.27539151906967163	0.12190348654985428	0.3051361115696015
100.0	0.3038031756877899	0.06785603612661362	0.3223513526675832	0.2738254964351654	0.1214483305811882	0.3035156207657793
110.0	0.3109619617462158	0.071218341588974	0.3280025032446873	0.2704697847366333	0.1203555092215538	0.3024205287013892
120.0	0.3073825240135193	0.06945349276065826	0.32117725647745077	0.2738254964351654	0.12110459059476852	0.3015922909884972
130.0	0.2988814413547516	0.06755475699901581	0.31516847339067955	0.2666666805744171	0.11943968385457993	0.2958384633105974
140.0	0.3024608790874481	0.06881681084632874	0.3177813006270616	0.2686800956726074	0.11814428120851517	0.297145342273971
150.0	0.29395970702171326	0.06753876805305481	0.31002894008717535	0.26957494020462036	0.11836283653974533	0.2957167342039247
160.0	0.2975391447544098	0.06553714722394943	0.3124070885412228	0.26554808020591736	0.11473701149225235	0.2921018753765052
170.0	0.2975391447544098	0.06651467084884644	0.3109836296897064	0.2659955322742462	0.11662846058607101	0.29226323633638013
180.0	0.2944071590900421	0.065706767141819	0.30259322457500226	0.2651006579399109	0.11595559865236282	0.28679379549174294
190.0	0.3011186122894287	0.06842245906591415	0.31261670246106205	0.26442950963974	0.11573491990566254	0.2912093048832064
